Selected,Cluster,Silhouette,Silhouette (Cluster),Selected (1),Selected (2),CustomerID,TotalSales,OrderCount,AvgOrderValue
No,C1,0.636367,0.456696,No,No,15554,-1.1359,-1.05934,-0.521811
No,C1,0.636684,0.457902,No,No,15555,1.51305,1.61782,0.0366678
No,C1,0.637008,0.459134,No,No,15556,-0.950543,-1.05853,-0.0898563
No,C1,0.637326,0.460343,No,No,15557,-0.357411,-1.05773,1.01743
No,C1,0.638589,0.465162,No,No,15561,0.21638,0.741012,-0.677347
No,C1,0.638899,0.466346,No,No,15562,-1.46792,-1.05692,-1.26887
No,C1,0.639213,0.467546,No,No,15563,0.747459,0.741818,0.441223
No,C1,0.63983,0.469913,No,No,15565,-1.3011,-0.130957,-1.57752
No,C1,0.640445,0.472272,No,No,15567,-1.25436,-1.05611,-0.807901
No,C1,0.640752,0.473455,No,No,15568,-0.467011,-0.130151,-0.578223
No,C1,0.641055,0.47462,No,No,15569,0.727312,0.972302,-0.118868
No,C1,0.641355,0.475773,No,No,15570,1.46067,1.49774,0.593535
No,C1,0.64166,0.476948,No,No,15571,-0.014103,0.742624,-1.01824
No,C1,0.641957,0.478097,No,No,15572,1.15685,1.14718,0.683794
No,C1,0.642259,0.479262,No,No,15573,-0.0946916,-0.129345,0.0745445
No,C1,0.642556,0.480408,No,No,15574,0.0826033,0.74343,-0.89816
No,C1,0.643143,0.482681,No,No,15576,0.375946,-1.05531,1.5614
No,C1,0.643439,0.483827,No,No,15577,-0.998896,0.379169,-1.57833
No,C1,0.64373,0.484955,No,No,15578,-1.48726,-1.0545,-1.3148
No,C1,0.644024,0.486099,No,No,15579,-0.690241,-0.128539,-0.912666
No,C1,0.6446,0.488337,No,No,15581,1.40829,1.56866,-0.0721268
No,C1,0.644892,0.489473,No,No,15582,0.0511738,0.379975,-0.442029
No,C1,0.645463,0.4917,No,No,15584,0.115645,0.744236,-0.844166
No,C1,0.645746,0.492803,No,No,15585,-0.396899,-1.0537,0.956184
No,C1,0.646313,0.49502,No,No,15587,0.345322,0.745042,-0.437193
No,C1,0.646874,0.497216,No,No,15589,-0.348546,0.380781,-1.05208
No,C1,0.647707,0.500486,No,No,15592,-0.558882,-1.05289,0.662841
No,C1,0.647983,0.501568,No,No,15593,-1.2052,-1.05208,-0.682989
No,C1,0.648258,0.502651,No,No,15594,0.954572,0.973108,0.472652
No,C1,0.648805,0.504806,No,No,15596,0.749071,0.973913,-0.0834092
No,C1,0.649077,0.505876,No,No,15597,-0.77083,-1.05128,0.252645
No,C1,0.649347,0.506942,No,No,15598,-1.05611,-1.05047,-0.338875
No,C1,0.649617,0.508012,No,No,15599,0.16561,-0.127733,0.628994
No,C1,0.650147,0.510107,No,No,15601,1.59767,1.58236,1.04322
No,C1,0.650416,0.511173,No,No,15602,0.541958,1.35187,-1.22051
No,C1,0.650678,0.512212,No,No,15603,-1.70082,-1.04967,-1.68632
No,C1,0.650945,0.513271,No,No,15604,-1.14073,-1.04886,-0.533094
No,C1,0.651209,0.514319,No,No,15605,0.604012,0.974719,-0.342099
No,C1,0.651468,0.515348,No,No,15606,1.28821,1.41715,0.251839
No,C1,0.651727,0.516378,No,No,15607,-1.58639,-1.04805,-1.48968
No,C1,0.65199,0.517426,No,No,15608,0.521811,0.745848,-0.125315
No,C1,0.652247,0.518449,No,No,15609,-0.892519,-1.04725,0.0221619
No,C1,0.652501,0.519462,No,No,15610,-1.55173,-1.04644,-1.43327
No,C1,0.652757,0.520484,No,No,15611,0.858672,1.56946,-1.3559
No,C1,0.653013,0.521506,No,No,15612,-1.22213,-0.126927,-1.52756
No,C1,0.653768,0.524529,No,No,15615,1.6565,1.67665,0.942484
No,C1,0.654523,0.527557,No,No,15618,0.184145,0.746654,-0.731342
No,C1,0.65477,0.52855,No,No,15619,-0.723283,-1.04564,0.346934
No,C1,0.655018,0.529544,No,No,15620,0.837719,0.381587,1.13751
No,C1,0.655264,0.530536,No,No,15621,0.469429,-0.126121,1.15201
No,C1,0.655507,0.531513,No,No,15622,1.41312,1.41796,0.778083
No,C1,0.655752,0.532503,No,No,15623,-0.882042,-1.04483,0.042309
No,C1,0.655995,0.533484,No,No,15624,-0.140627,0.747459,-1.1641
No,C1,0.656238,0.534462,No,No,15625,0.826436,0.748265,0.641082
No,C1,0.65648,0.535439,No,No,15626,0.0406973,-0.125315,0.357411
No,C1,0.656956,0.537366,No,No,15628,1.23583,1.35268,0.325981
No,C1,0.657432,0.539294,No,No,15630,0.595147,-0.124509,1.27693
No,C1,0.657902,0.541201,No,No,15632,1.35107,1.35349,0.770024
No,C1,0.658371,0.543109,No,No,15634,-1.04886,-1.04403,-0.310669
No,C1,0.658838,0.54501,No,No,15636,0.114839,-0.123704,0.51617
No,C1,0.659067,0.545943,No,No,15637,-1.11656,-1.04322,-0.479099
No,C1,0.659527,0.54782,No,No,15639,-0.458146,-1.04241,0.838525
No,C1,0.659751,0.548735,No,No,15640,1.66698,1.58316,1.50257
No,C1,0.659982,0.549682,No,No,15641,1.00695,0.749071,1.0134
No,C1,0.660436,0.551541,No,No,15643,0.0197442,0.382393,-0.487964
No,C1,0.66066,0.552459,No,No,15644,0.23008,0.749877,-0.653977
No,C1,0.660882,0.55337,No,No,15645,-0.0874386,-1.04161,1.30916
No,C1,0.661106,0.554289,No,No,15646,-0.411405,0.383199,-1.14637
No,C1,0.661551,0.556116,No,No,15648,0.00120883,-0.122898,0.290522
No,C1,0.66177,0.55702,No,No,15649,0.236528,-0.122092,0.754712
No,C1,0.662208,0.558823,No,No,15651,-0.0197442,0.384005,-0.540347
No,C1,0.662425,0.559716,No,No,15652,-0.719253,-1.0408,0.354993
No,C1,0.662642,0.560613,No,No,15653,0.305834,-0.121286,0.890101
No,C1,0.662857,0.561502,No,No,15654,0.359828,-0.12048,0.979555
No,C1,0.66307,0.562384,No,No,15655,-0.183339,-1.04,1.23019
No,C1,0.663285,0.563272,No,No,15656,0.148686,0.750683,-0.800648
No,C1,0.663493,0.564133,No,No,15657,-1.71855,-1.03919,-1.71372
No,C1,0.66371,0.565029,No,No,15658,0.446864,0.975525,-0.641888
No,C1,0.66392,0.565903,No,No,15659,-0.856254,-1.03838,0.101139
No,C1,0.664128,0.566767,No,No,15660,0.865925,1.41876,-0.877207
No,C1,0.664339,0.567643,No,No,15661,-0.830466,-0.119674,-1.0948
No,C1,0.664753,0.569361,No,No,15663,-1.44858,-1.03758,-1.23663
No,C1,0.664961,0.570228,No,No,15664,-0.566941,-1.03677,0.653171
No,C1,0.665164,0.571075,No,No,15665,1.12864,-0.118868,1.62185
No,C1,0.665576,0.572789,No,No,15667,-0.880431,-1.03597,0.0487561
No,C1,0.665775,0.573622,No,No,15668,-1.65972,-1.03516,-1.61379
No,C1,0.665981,0.574483,No,No,15669,0.0552032,0.751489,-0.940066
No,C1,0.666181,0.575317,No,No,15670,-1.30191,-1.03435,-0.924754
No,C1,0.666381,0.576156,No,No,15671,1.2318,1.25114,0.623353
No,C1,0.66678,0.577824,No,No,15673,1.28176,0.752295,1.42843
No,C1,0.666978,0.578657,No,No,15674,1.18022,0.976331,1.05934
No,C1,0.667176,0.579484,No,No,15675,-0.774054,0.384811,-1.47195
No,C1,0.667371,0.580304,No,No,15676,1.37766,0.385617,1.62749
No,C1,0.667568,0.581131,No,No,15677,-0.000402943,-1.03355,1.3696
No,C1,0.667763,0.581953,No,No,15678,-0.67493,-1.03274,0.45734
No,C1,0.667958,0.582771,No,No,15679,0.196233,0.753101,-0.720865
No,C1,0.66815,0.583582,No,No,15680,0.699106,0.386422,0.916696
No,C1,0.668342,0.584391,No,No,15681,0.764383,0.977137,-0.0584267
No,C1,0.668723,0.585997,No,No,15683,-1.22535,-1.03194,-0.736983
No,C1,0.669479,0.589189,No,No,15687,1.25033,1.35429,0.391258
No,C1,0.669854,0.59078,No,No,15689,-1.0134,-0.118062,-1.31722
No,C1,0.670038,0.591561,No,No,15690,-1.55979,-1.03113,-1.44536
No,C1,0.670224,0.59235,No,No,15691,-1.45503,-1.03033,-1.24469
No,C1,0.67041,0.593137,No,No,15692,-1.23744,-1.02952,-0.761965
No,C1,0.670774,0.594684,No,No,15694,1.55657,1.53884,1.00131
No,C1,0.67096,0.595478,No,No,15695,-0.50247,-0.117256,-0.640277
No,C1,0.67114,0.596241,No,No,15696,1.24711,1.3551,0.384811
No,C1,0.671682,0.598553,No,No,15699,-0.831272,-1.02871,0.134986
No,C1,0.671862,0.599322,No,No,15700,0.0729327,-0.116451,0.428328
No,C1,0.672039,0.600079,No,No,15701,0.619324,0.387228,0.753101
No,C1,0.672392,0.601588,No,No,15703,-1.1633,-1.02791,-0.573388
No,C1,0.672567,0.602338,No,No,15704,1.14154,0.753906,1.2455
No,C1,0.672742,0.603086,No,No,15705,-1.43166,-1.0271,-1.19714
No,C1,0.67292,0.603847,No,No,15706,0.487158,0.754712,-0.174474
No,C1,0.673093,0.604592,No,No,15707,0.378364,0.755518,-0.367081
No,C1,0.673263,0.60532,No,No,15708,1.36316,1.25194,1.03597
No,C1,0.673435,0.60606,No,No,15709,-1.47437,-1.0263,-1.27934
No,C1,0.673951,0.608276,No,No,15712,0.503276,0.977943,-0.550823
No,C1,0.674121,0.609008,No,No,15713,-0.658812,-0.115645,-0.868342
No,C1,0.67429,0.609735,No,No,15714,-0.745042,-0.114839,-0.989225
No,C1,0.674625,0.611184,No,No,15716,0.544376,0.756324,-0.0906622
No,C1,0.67479,0.611893,No,No,15717,-1.40667,-1.02549,-1.13993
No,C1,0.675121,0.613322,No,No,15719,1.52756,1.57027,0.658812
No,C1,0.675288,0.614045,No,No,15720,-0.118868,-1.02468,1.28418
No,C1,0.675452,0.614757,No,No,15721,-0.286493,-1.02388,1.1085
No,C1,0.675615,0.615462,No,No,15722,1.12058,0.978749,0.91589
No,C1,0.675778,0.61617,No,No,15723,-1.19231,-1.02307,-0.654783
No,C1,0.67594,0.616871,No,No,15724,-1.13187,-0.114033,-1.46228
No,C1,0.676102,0.617575,No,No,15725,-0.487158,-1.02227,0.790977
No,C1,0.67642,0.618953,No,No,15727,1.53562,1.25275,1.44536
No,C1,0.676739,0.62034,No,No,15729,-1.64199,-1.02146,-1.58236
No,C1,0.676901,0.621044,No,No,15730,0.548406,0.388034,0.579029
No,C1,0.677215,0.622413,No,No,15732,-0.904607,-0.113227,-1.16249
No,C1,0.67737,0.623089,No,No,15733,-1.34704,-1.02065,-1.02065
No,C1,0.677526,0.62377,No,No,15734,0.70233,-0.112421,1.38733
No,C1,0.67799,0.625796,No,No,15737,0.609653,1.3559,-1.13509
No,C1,0.678142,0.626461,No,No,15738,1.51386,1.61862,0.0398914
No,C1,0.678297,0.627138,No,No,15739,-0.409793,-1.01985,0.928784
No,C1,0.678448,0.6278,No,No,15740,-1.38653,-1.01904,-1.0956
No,C1,0.678903,0.629797,No,No,15743,0.200263,0.75713,-0.714418
No,C1,0.679049,0.630437,No,No,15744,-1.71533,-1.01824,-1.70727
No,C1,0.679202,0.63111,No,No,15745,0.522617,0.757936,-0.123704
No,C1,0.67935,0.631757,No,No,15746,-1.21649,-1.01743,-0.711195
No,C1,0.679499,0.632415,No,No,15747,0.400122,0.38884,0.255063
No,C1,0.679644,0.63305,No,No,15748,-1.4107,-1.01663,-1.14476
No,C1,0.679788,0.633687,No,No,15749,1.71613,0.389646,1.73064
No,C1,0.679937,0.634343,No,No,15750,1.09318,1.25356,0.0721268
No,C1,0.680227,0.635619,No,No,15752,1.22535,1.25436,0.606429
No,C1,0.680369,0.636246,No,No,15753,-1.65247,-1.01582,-1.60331
No,C1,0.680516,0.636896,No,No,15754,-0.38884,0.390452,-1.11333
No,C1,0.680657,0.63752,No,No,15755,1.16007,1.14798,0.691853
No,C1,0.680801,0.638153,No,No,15756,-0.238945,0.758742,-1.28015
No,C1,0.680943,0.638784,No,No,15757,0.104362,-0.111615,0.483935
No,C1,0.681082,0.639399,No,No,15758,-1.18506,-1.01501,-0.637053
No,C1,0.681222,0.640019,No,No,15759,-1.01582,0.391258,-1.58558
No,C1,0.681642,0.64188,No,No,15762,-0.147074,-0.110809,-0.0197442
No,C1,0.681779,0.642488,No,No,15763,0.515364,-0.110003,1.19795
No,C1,0.681915,0.64309,No,No,15764,1.34946,1.14879,1.2044
No,C1,0.68219,0.644313,No,No,15766,-0.806289,-1.01421,0.185757
No,C1,0.682463,0.645525,No,No,15768,-0.0648738,0.392064,-0.620129
No,C1,0.682592,0.646102,No,No,15769,1.71936,1.68632,1.70082
No,C1,0.683265,0.649104,No,No,15774,-0.971496,-1.0134,-0.143851
No,C1,0.683395,0.649684,No,No,15775,-1.58478,-1.0126,-1.48807
No,C1,0.683529,0.650284,No,No,15776,-1.0537,-1.01179,-0.330816
No,C1,0.683662,0.650874,No,No,15777,0.47104,0.759548,-0.191398
No,C1,0.684052,0.652623,No,No,15780,-0.355799,0.39287,-1.06095
No,C1,0.684181,0.653199,No,No,15781,-0.6983,0.393675,-1.40506
No,C1,0.684308,0.653772,No,No,15782,1.21729,0.394481,1.52997
No,C1,0.684438,0.654351,No,No,15783,-1.03838,-1.01098,-0.290522
No,C1,0.684692,0.655495,No,No,15785,1.15201,0.979555,0.997284
No,C1,0.684818,0.656058,No,No,15786,1.5203,0.395287,1.67584
No,C1,0.684947,0.656639,No,No,15787,0.379975,0.396093,0.189786
No,C1,0.685197,0.657761,No,No,15789,-0.678153,-1.01018,0.450893
No,C1,0.68532,0.658318,No,No,15790,-1.1222,-1.00937,-0.491188
No,C1,0.685445,0.658878,No,No,15791,0.873178,-0.109198,1.50177
No,C1,0.685693,0.659997,No,No,15793,0.393675,0.396899,0.234916
No,C1,0.685936,0.661093,No,No,15795,-0.0906622,-1.00857,1.30594
No,C1,0.686058,0.661644,No,No,15796,1.13509,1.25517,0.24781
No,C1,0.686179,0.662191,No,No,15797,1.11575,0.760354,1.21649
No,C1,0.686421,0.663287,No,No,15799,0.311475,0.397705,-0.00604415
No,C1,0.686541,0.663828,No,No,15800,0.0769621,-0.108392,0.435581
No,C1,0.68666,0.664366,No,No,15801,0.491993,0.398511,0.473458
No,C1,0.686776,0.664895,No,No,15802,-0.405764,-1.00776,0.940872
No,C1,0.686894,0.665429,No,No,15803,-0.483935,-1.00695,0.796618
No,C1,0.687011,0.665957,No,No,15804,1.43569,1.53965,0.244586
No,C1,0.687127,0.666485,No,No,15805,1.55335,1.62829,0.260704
No,C1,0.687246,0.667025,No,No,15806,0.201069,0.399317,-0.193816
No,C1,0.687362,0.66755,No,No,15807,0.33404,0.400122,0.0479502
No,C1,0.687474,0.668059,No,No,15808,1.41957,0.761159,1.55496
No,C1,0.687588,0.66858,No,No,15809,-0.267957,0.980361,-1.49935
No,C1,0.687705,0.669109,No,No,15810,0.741818,0.761965,0.423493
No,C1,0.687817,0.66962,No,No,15811,1.11978,1.1496,0.555659
No,C1,0.68793,0.670135,No,No,15812,0.972302,0.981166,0.504082
No,C1,0.688042,0.670644,No,No,15813,0.672512,-0.107586,1.36154
No,C1,0.688154,0.671153,No,No,15814,1.02307,0.762771,1.04886
No,C1,0.688265,0.671659,No,No,15815,1.08271,0.981972,0.814348
No,C1,0.688705,0.673668,No,No,15819,1.01018,0.763577,1.0271
No,C1,0.688813,0.674164,No,No,15820,-1.17861,-1.00615,-0.622547
No,C1,0.688924,0.674671,No,No,15821,-0.171251,-0.10678,-0.056815
No,C1,0.689031,0.675159,No,No,15822,-0.421881,-1.00534,0.897354
No,C1,0.689135,0.675634,No,No,15823,-1.725,-1.00454,-1.72258
No,C1,0.689353,0.67663,No,No,15825,-0.239751,-1.00373,1.17941
No,C1,0.689459,0.677118,No,No,15826,0.892519,0.400928,1.21568
No,C1,0.689563,0.677593,No,No,15827,0.98439,1.58397,-1.29546
No,C1,0.689777,0.678574,No,No,15829,-0.0398914,-0.105974,0.209933
No,C1,0.689879,0.679046,No,No,15830,-0.157551,-1.00293,1.25275
No,C1,0.689985,0.679531,No,No,15831,0.218798,0.401734,-0.159968
No,C1,0.690086,0.679996,No,No,15832,0.257481,-1.00212,1.51305
No,C1,0.690292,0.680941,No,No,15834,1.12461,0.764383,1.22293
No,C1,0.690396,0.681418,No,No,15835,0.386422,0.765189,-0.351769
No,C1,0.690494,0.681872,No,No,15836,-1.45261,-1.00131,-1.24147
No,C1,0.690598,0.682348,No,No,15837,-0.5476,-1.00051,0.680571
No,C1,0.690694,0.682791,No,No,15838,1.71049,1.64683,1.68471
No,C1,0.6908,0.683277,No,No,15839,0.472652,0.40254,0.434776
No,C1,0.690899,0.683735,No,No,15840,-0.660424,-0.105168,-0.879625
No,C1,0.690998,0.684193,No,No,15841,0.620935,0.765995,0.0954975
No,C1,0.691192,0.685089,No,No,15843,-1.5195,-0.999702,-1.38008
No,C1,0.691291,0.685542,No,No,15844,-1.48082,-0.998896,-1.29627
No,C1,0.691387,0.68599,No,No,15845,1.41393,1.35671,0.993255
No,C1,0.691584,0.686899,No,No,15847,-0.556464,-0.104362,-0.727312
No,C1,0.691871,0.688226,No,No,15850,-1.06337,-0.103556,-1.37605
No,C1,0.69206,0.689103,No,No,15852,-1.35671,-0.10275,-1.59928
No,C1,0.692154,0.689536,No,No,15853,-1.56302,-0.99809,-1.44858
No,C1,0.692249,0.689977,No,No,15854,1.27451,1.45422,-0.0624562
No,C1,0.692344,0.690416,No,No,15855,0.0979152,0.982778,-1.20279
No,C1,0.692433,0.690831,No,No,15856,1.67987,1.66536,1.33979
No,C1,0.692529,0.691276,No,No,15857,-0.896548,-0.997284,0.0116853
No,C1,0.692622,0.691708,No,No,15858,0.77083,0.983584,-0.0439208
No,C1,0.692804,0.692554,No,No,15860,0.40254,1.35752,-1.35832
No,C1,0.692894,0.692973,No,No,15861,1.32931,1.35832,0.701524
No,C1,0.692987,0.693406,No,No,15862,0.0100736,0.403346,-0.495217
No,C1,0.693074,0.693809,No,No,15863,-1.67584,-0.101945,-1.70808
No,C1,0.693165,0.694235,No,No,15864,1.02065,1.1504,0.238945
No,C1,0.693256,0.694656,No,No,15865,0.325981,0.404152,0.0197442
No,C1,0.693343,0.695062,No,No,15866,-1.08513,-0.996478,-0.411405
No,C1,0.69343,0.695467,No,No,15867,1.38572,1.58478,-0.247004
No,C1,0.693605,0.696286,No,No,15869,-1.40829,-0.101139,-1.62104
No,C1,0.693694,0.696698,No,No,15870,-0.668483,-0.995672,0.468623
No,C1,0.693867,0.697509,No,No,15872,-0.64753,-0.100333,-0.85303
No,C1,0.694035,0.698294,No,No,15874,1.48565,1.25597,1.33817
No,C1,0.694294,0.699501,No,No,15877,-1.05289,-0.994866,-0.325981
No,C1,0.694546,0.700685,No,No,15880,-0.705553,-0.994061,0.393675
No,C1,0.69463,0.701074,No,No,15881,-0.296163,0.98439,-1.51708
No,C1,0.694713,0.701467,No,No,15882,-0.267151,0.766801,-1.30755
No,C1,0.694795,0.701851,No,No,15883,-1.43004,-0.993255,-1.19311
No,C1,0.694961,0.702627,No,No,15885,-0.595953,0.404958,-1.32286
No,C1,0.695042,0.703009,No,No,15886,-1.26887,-0.992449,-0.846583
No,C1,0.695204,0.70377,No,No,15888,-1.31964,-0.991643,-0.960213
No,C1,0.695286,0.704156,No,No,15889,-0.413823,-0.0995269,-0.477488
No,C1,0.695445,0.704901,No,No,15891,-0.252645,-0.990837,1.15766
No,C1,0.695684,0.706026,No,No,15894,-0.988419,-0.0987211,-1.28901
No,C1,0.695762,0.706396,No,No,15895,-1.27693,-0.990031,-0.858672
No,C1,0.695919,0.707134,No,No,15897,-1.11817,-0.0979152,-1.44455
No,C1,0.695997,0.707502,No,No,15898,0.426717,0.767607,-0.255869
No,C1,0.696072,0.707856,No,No,15899,-1.69115,-0.989225,-1.6702
No,C1,0.696151,0.708228,No,No,15900,-0.679765,-0.988419,0.448476
No,C1,0.696228,0.70859,No,No,15901,-0.637053,0.405764,-1.36235
No,C1,0.696377,0.709293,No,No,15903,1.534,1.25678,1.4373
No,C1,0.696606,0.710374,No,No,15906,0.844972,1.25759,-0.469429
No,C1,0.696682,0.710735,No,No,15907,-0.246198,-0.0971093,-0.178504
No,C1,0.696829,0.711431,No,No,15909,-1.23502,-0.987613,-0.754712
No,C1,0.696903,0.71178,No,No,15910,0.527452,1.25839,-1.07546
No,C1,0.69705,0.712477,No,No,15912,-0.986808,-0.0963034,-1.28337
No,C1,0.697339,0.713849,No,No,15916,0.820795,1.35913,-0.763577
No,C1,0.697411,0.714189,No,No,15917,-1.50016,-0.986808,-1.34623
No,C1,0.697484,0.714537,No,No,15918,-0.732953,-0.0954975,-0.972302
No,C1,0.697556,0.714876,No,No,15919,-0.0334443,-0.0946916,0.223633
No,C1,0.697624,0.715201,No,No,15920,-1.3277,0.768412,-1.69518
No,C1,0.697696,0.715543,No,No,15921,-0.726506,-0.986002,0.342099
No,C1,0.697766,0.715875,No,No,15922,-0.622547,-0.985196,0.553241
No,C1,0.697835,0.7162,No,No,15923,-1.48807,-0.98439,-1.31642
No,C1,0.697974,0.716862,No,No,15925,-1.1778,-0.983584,-0.620935
No,C1,0.698315,0.718488,No,No,15930,-0.456535,-0.982778,0.845778
No,C1,0.69845,0.719128,No,No,15932,1.11091,1.2592,0.17528
No,C1,0.698518,0.719454,No,No,15933,0.532288,0.40657,0.550823
No,C1,0.698652,0.720092,No,No,15935,-0.480711,-0.0938857,-0.604012
No,C1,0.698782,0.720714,No,No,15937,-1.4244,-0.981972,-1.177
No,C1,0.698848,0.721028,No,No,15938,-0.519394,0.985196,-1.59525
No,C1,0.698912,0.721331,No,No,15939,1.57833,1.60089,0.752295
No,C1,0.698977,0.721643,No,No,15940,-1.71211,-0.981166,-1.70405
No,C1,0.699109,0.722272,No,No,15942,-0.720059,-0.980361,0.353381
No,C1,0.699237,0.722884,No,No,15944,-0.768412,-0.979555,0.259092
No,C1,0.699299,0.723184,No,No,15945,-1.26967,-0.978749,-0.848195
No,C1,0.699424,0.723782,No,No,15947,0.924754,-0.977943,1.68068
No,C1,0.699488,0.724087,No,No,15948,-0.0237736,-0.977137,1.35671
No,C1,0.699551,0.724389,No,No,15949,-0.632218,-0.0930799,-0.835301
No,C1,0.699612,0.724682,No,No,15950,0.948125,0.769218,0.901384
No,C1,0.699674,0.724979,No,No,15951,-0.604012,-0.976331,0.592729
No,C1,0.699736,0.725274,No,No,15952,0.223633,0.770024,-0.662841
No,C1,0.699795,0.72556,No,No,15953,0.893325,1.35993,-0.617712
No,C1,0.699915,0.726134,No,No,15955,1.48646,1.58558,0.186563
No,C1,0.700036,0.726715,No,No,15957,-0.44767,-0.975525,0.858672
No,C1,0.700093,0.726991,No,No,15958,-1.58719,-0.974719,-1.49129
No,C1,0.70039,0.728417,No,No,15963,-0.362246,-0.092274,-0.376752
No,C1,0.700506,0.728975,No,No,15965,0.267957,0.77083,-0.575
No,C1,0.700622,0.729531,No,No,15967,-0.471846,-0.0914681,-0.591117
No,C1,0.700736,0.730082,No,No,15969,-0.242169,-0.0906622,-0.172863
No,C1,0.700792,0.730351,No,No,15970,-0.810319,-0.973913,0.176892
No,C1,0.700847,0.730614,No,No,15971,1.46873,1.54045,0.439611
No,C1,0.70096,0.731161,No,No,15973,-0.842554,-0.973108,0.115645
No,C1,0.701014,0.731422,No,No,15974,1.37927,1.26,1.0674
No,C1,0.701071,0.731696,No,No,15975,-0.620129,-0.972302,0.560494
No,C1,0.701126,0.731963,No,No,15976,-0.440417,-0.0898563,-0.538735
No,C1,0.701181,0.732225,No,No,15977,0.479905,-0.0890504,1.16813
No,C1,0.701233,0.73248,No,No,15978,0.526647,-0.971496,1.61701
No,C1,0.701341,0.733,No,No,15980,1.16974,0.407375,1.49855
No,C1,0.701394,0.733256,No,No,15981,1.37202,1.36074,0.842554
No,C1,0.701501,0.733774,No,No,15983,0.790171,0.771636,0.549211
No,C1,0.701553,0.734023,No,No,15984,1.07707,1.36154,-0.194622
No,C1,0.701606,0.734277,No,No,15985,0.568553,-0.0882445,1.24227
No,C1,0.701656,0.73452,No,No,15986,-1.32206,-0.97069,-0.962631
No,C1,0.701708,0.734775,No,No,15987,0.778889,1.26081,-0.619324
No,C1,0.701758,0.735017,No,No,15988,-1.36799,-0.969884,-1.06498
No,C1,0.701862,0.735519,No,No,15990,0.209127,-0.0874386,0.703136
No,C1,0.702011,0.736242,No,No,15993,1.20279,0.986002,1.12381
No,C1,0.702062,0.736485,No,No,15994,-0.454923,-0.969078,0.849001
No,C1,0.70216,0.736964,No,No,15996,0.487964,1.15121,-0.891713
No,C1,0.702258,0.737435,No,No,15998,1.31561,0.986808,1.31642
No,C1,0.7025,0.73861,No,No,16003,1.2463,0.987613,1.20681
No,C1,0.702596,0.739079,No,No,16005,-0.0801857,0.772442,-1.10608
No,C1,0.702641,0.739296,No,No,16006,-1.59848,-0.968272,-1.51063
No,C1,0.702691,0.739537,No,No,16007,0.918307,0.773248,0.83933
No,C1,0.702738,0.739767,No,No,16008,-0.346934,0.408181,-1.05128
No,C1,0.702785,0.739995,No,No,16009,0.417852,0.774054,-0.272792
No,C1,0.70283,0.740215,No,No,16010,-0.511335,0.408987,-1.25517
No,C1,0.702875,0.740432,No,No,16011,1.29707,1.6017,-0.699106
No,C1,0.702921,0.740659,No,No,16012,0.754712,0.409793,1.0126
No,C1,0.702963,0.740863,No,No,16013,1.7113,1.71613,1.46792
No,C1,0.703012,0.741101,No,No,16014,0.0149089,0.410599,-0.491993
No,C1,0.703057,0.741317,No,No,16015,-0.293746,-0.0866328,-0.255063
No,C1,0.7031,0.741527,No,No,16016,0.722477,1.26161,-0.718448
No,C1,0.703143,0.741737,No,No,16017,-1.16168,-0.967466,-0.57097
No,C1,0.703188,0.741955,No,No,16018,-0.508111,-0.0858269,-0.645112
No,C1,0.703229,0.742155,No,No,16019,1.42521,1.41957,0.817572
No,C1,0.703274,0.742376,No,No,16020,0.271987,0.411405,-0.0656797
No,C1,0.703357,0.742782,No,No,16022,-0.0519797,-0.96666,1.33576
No,C1,0.703401,0.742994,No,No,16023,0.110809,0.412211,-0.341293
No,C1,0.703441,0.743192,No,No,16024,-1.02388,-0.965855,-0.253451
No,C1,0.703483,0.743395,No,No,16025,-0.425105,-0.965049,0.894131
No,C1,0.703524,0.743594,No,No,16026,-1.07062,-0.964243,-0.370305
No,C1,0.703564,0.743793,No,No,16027,0.371916,1.15201,-1.08513
No,C1,0.703642,0.744172,No,No,16029,1.72581,1.725,1.6428
No,C1,0.703686,0.744385,No,No,16030,-0.741012,-0.963437,0.312281
No,C1,0.703727,0.744584,No,No,16031,-0.204292,-0.085021,-0.121286
No,C1,0.703802,0.744954,No,No,16033,1.63474,1.64763,0.906219
No,C1,0.703843,0.745155,No,No,16034,-0.429134,0.413017,-1.17297
No,C1,0.703922,0.745537,No,No,16036,0.16158,-0.0842151,0.620935
No,C1,0.70396,0.745726,No,No,16037,0.277628,0.413823,-0.0600385
No,C1,0.703998,0.745909,No,No,16038,-0.546794,-0.0834092,-0.712
No,C1,0.704073,0.746277,No,No,16040,0.681377,0.414628,0.886878
No,C1,0.704109,0.746452,No,No,16041,1.33012,0.415434,1.6017
No,C1,0.704147,0.746641,No,No,16042,0.601594,0.988419,-0.344516
No,C1,0.704184,0.746821,No,No,16043,0.17931,0.77486,-0.739401
No,C1,0.704257,0.747177,No,No,16045,0.703942,0.775665,0.337263
No,C1,0.704364,0.7477,No,No,16048,-1.00373,-0.0826033,-1.30997
No,C1,0.7044,0.74788,No,No,16049,0.536317,0.41624,0.558882
No,C1,0.704433,0.748042,No,No,16050,-1.45019,-0.962631,-1.23824
No,C1,0.704505,0.748393,No,No,16052,-0.644306,-0.961825,0.515364
No,C1,0.704539,0.74856,No,No,16053,0.810319,-0.0817974,1.46067
No,C1,0.704573,0.748727,No,No,16054,0.197845,-0.961019,1.48565
